Postcode,Positional_quality_indicator,Eastings,Northings,Country_code,NHS_regional_HA_code,NHS_HA_code,Admin_county_code,Admin_district_code,Admin_ward_code,Latitude,Longitude
OX285NJ,10,434842,208931,E92000001,E19000002,E18000009,E10000025,E07000181,E05006651,51.777896,-1.4963842
OX285NL,10,434877,208970,E92000001,E19000002,E18000009,E10000025,E07000181,E05006651,51.77837,-1.4959006
OX285NN,10,434975,208899,E92000001,E19000002,E18000009,E10000025,E07000181,E05006651,51.777708,-1.494473
OX285NP,10,434286,208953,E92000001,E19000002,E18000009,E10000025,E07000181,E05006652,51.778218,-1.5043962
OX285NQ,10,434777,208891,E92000001,E19000002,E18000009,E10000025,E07000181,E05006651,51.777621,-1.4973004
OX285NR,10,434245,208817,E92000001,E19000002,E18000009,E10000025,E07000181,E05006652,51.777006,-1.5050327
OX285NS,10,434066,209228,E92000001,E19000002,E18000009,E10000025,E07000181,E05006652,51.780659,-1.5075729
OX285NT,10,434260,209069,E92000001,E19000002,E18000009,E10000025,E07000181,E05006652,51.779343,-1.5047462
OX285NU,10,434284,209019,E92000001,E19000002,E18000009,E10000025,E07000181,E05006652,51.778775,-1.504448
OX285NW,10,434932,209049,E92000001,E19000002,E18000009,E10000025,E07000181,E05006651,51.779014,-1.4950382
OX285NX,10,434381,208999,E92000001,E19000002,E18000009,E10000025,E07000181,E05006651,51.778608,-1.5030874
OX285NY,10,434217,209201,E92000001,E19000002,E18000009,E10000025,E07000181,E05006652,51.780461,-1.5054008
OX285NZ,10,434143,209099,E92000001,E19000002,E18000009,E10000025,E07000181,E05006652,51.779521,-1.5064547
OX285PA,10,434172,209266,E92000001,E19000002,E18000009,E10000025,E07000181,E05006652,51.781021,-1.506018
OX285PB,10,434158,209011,E92000001,E19000002,E18000009,E10000025,E07000181,E05006652,51.778747,-1.5062457
OX285PD,10,434234,209034,E92000001,E19000002,E18000009,E10000025,E07000181,E05006652,51.778904,-1.5051569
OX285PH,10,434272,209121,E92000001,E19000002,E18000009,E10000025,E07000181,E05006652,51.779693,-1.5046119
OX285PJ,10,434165,208929,E92000001,E19000002,E18000009,E10000025,E07000181,E05006652,51.777982,-1.5061526
OX285XH,10,434679,209527,E92000001,E19000002,E18000009,E10000025,E07000181,E05006651,51.783336,-1.498672
OX285YA,10,434794,209805,E92000001,E19000002,E18000009,E10000025,E07000181,E05006648,51.785829,-1.4969628
OX285YH,10,434089,210156,E92000001,E19000002,E18000009,E10000025,E07000181,E05006652,51.789019,-1.507163
OX285YP,10,433919,209880,E92000001,E19000002,E18000009,E10000025,E07000181,E05006652,51.786512,-1.5096984
OX285YT,10,433957,209833,E92000001,E19000002,E18000009,E10000025,E07000181,E05006652,51.786152,-1.5095863
OX285YU,10,434093,209780,E92000001,E19000002,E18000009,E10000025,E07000181,E05006652,51.785665,-1.507127
OX285YX,10,434139,209792,E92000001,E19000002,E18000009,E10000025,E07000181,E05006652,51.785815,-1.506502
OX286AA,10,435623,209694,E92000001,E19000002,E18000009,E10000025,E07000181,E05006651,51.785049,-1.485055
OX286AB,10,435630,209660,E92000001,E19000002,E18000009,E10000025,E07000181,E05006651,51.784391,-1.484729
OX286AD,10,435645,209560,E92000001,E19000002,E18000009,E10000025,E07000181,E05006651,51.783573,-1.4846804
OX286AE,10,435699,209521,E92000001,E19000002,E18000009,E10000025,E07000181,E05006651,51.783218,-1.4838871
OX286AF,10,435608,209539,E92000001,E19000002,E18000009,E10000025,E07000181,E05006651,51.783386,-1.4852189
OX286AG,10,435604,209669,E92000001,E19000002,E18000009,E10000025,E07000181,E05006651,51.784582,-1.4852487
OX286AL,10,435575,209547,E92000001,E19000002,E18000009,E10000025,E07000181,E05006651,51.78346,-1.4856964
OX286AN,10,435570,209747,E92000001,E19000002,E18000009,E10000025,E07000181,E05006651,51.785412,-1.4858627
OX286AP,10,435668,209711,E92000001,E19000002,E18000009,E10000025,E07000181,E05006651,51.784992,-1.4844757
OX286AQ,10,435259,210466,E92000001,E19000002,E18000009,E10000025,E07000181,E05006648,51.791751,-1.4901694
OX286AR,10,435729,209699,E92000001,E19000002,E18000009,E10000025,E07000181,E05006651,51.784817,-1.4834485
OX286AS,10,435226,209608,E92000001,E19000002,E18000009,E10000025,E07000181,E05006651,51.784049,-1.4907925
OX286AU,10,435130,209640,E92000001,E19000002,E18000009,E10000025,E07000181,E05006651,51.784333,-1.492123
OX286AW,10,435181,210404,E92000001,E19000002,E18000009,E10000025,E07000181,E05006648,51.79119,-1.4913356
OX286AX,10,434862,209730,E92000001,E19000002,E18000009,E10000025,E07000181,E05006651,51.78515,-1.4959845
OX286AY,10,434905,209718,E92000001,E19000002,E18000009,E10000025,E07000181,E05006651,51.785048,-1.4953768
OX286AZ,10,435028,209689,E92000001,E19000002,E18000009,E10000025,E07000181,E05006651,51.784771,-1.4935968
OX286BB,10,435568,209686,E92000001,E19000002,E18000009,E10000025,E07000181,E05006651,51.784558,-1.4858144
OX286BE,10,435568,209699,E92000001,E19000002,E18000009,E10000025,E07000181,E05006651,51.784836,-1.4857822
OX286BF,10,435572,209560,E92000001,E19000002,E18000009,E10000025,E07000181,E05006651,51.783622,-1.485767
OX286BG,10,435568,209653,E92000001,E19000002,E18000009,E10000025,E07000181,E05006651,51.784377,-1.485744
OX286BH,10,435567,209628,E92000001,E19000002,E18000009,E10000025,E07000181,E05006651,51.784198,-1.485804
OX286BJ,10,435570,209610,E92000001,E19000002,E18000009,E10000025,E07000181,E05006651,51.784081,-1.4857328
OX286BL,10,435510,209581,E92000001,E19000002,E18000009,E10000025,E07000181,E05006651,51.783842,-1.4867068
OX286BN,10,435132,210514,E92000001,E19000002,E18000009,E10000025,E07000181,E05006648,51.792182,-1.4919334
OX286BP,10,435299,210394,E92000001,E19000002,E18000009,E10000025,E07000181,E05006648,51.791102,-1.4895967
OX286BQ,10,435253,210401,E92000001,E19000002,E18000009,E10000025,E07000181,E05006648,51.791167,-1.4902629
OX286BS,10,435370,209589,E92000001,E19000002,E18000009,E10000025,E07000181,E05006651,51.78385,-1.4885333
OX286BT,10,435386,209554,E92000001,E19000002,E18000009,E10000025,E07000181,E05006651,51.783571,-1.4885509
OX286BU,10,435220,209647,E92000001,E19000002,E18000009,E10000025,E07000181,E05006651,51.784391,-1.4908322
OX286BX,10,435229,209694,E92000001,E19000002,E18000009,E10000025,E07000181,E05006651,51.78483,-1.4906677
OX286BY,10,435067,209706,E92000001,E19000002,E18000009,E10000025,E07000181,E05006651,51.78484,-1.4927842
OX286BZ,10,434969,209764,E92000001,E19000002,E18000009,E10000025,E07000181,E05006651,51.785458,-1.4944444
OX286DA,10,434905,209790,E92000001,E19000002,E18000009,E10000025,E07000181,E05006651,51.785705,-1.495326
OX286DB,10,435493,209562,E92000001,E19000002,E18000009,E10000025,E07000181,E05006651,51.7836,-1.48684
OX286DD,10,435633,210244,E92000001,E19000002,E18000009,E10000025,E07000181,E05006648,51.789723,-1.4847843
OX286DE,10,435492,210351,E92000001,E19000002,E18000009,E10000025,E07000181,E05006648,51.790676,-1.4868613
OX286DF,10,435732,210202,E92000001,E19000002,E18000009,E10000025,E07000181,E05006648,51.789339,-1.4833099
OX286DG,10,435668,210190,E92000001,E19000002,E18000009,E10000025,E07000181,E05006648,51.789253,-1.4842387
OX286DH,10,435104,210315,E92000001,E19000002,E18000009,E10000025,E07000181,E05006648,51.790395,-1.4924319
OX286DJ,10,434828,210349,E92000001,E19000002,E18000009,E10000025,E07000181,E05006648,51.790754,-1.496473
OX286DL,10,434128,210443,E92000001,E19000002,E18000009,E10000025,E07000181,E05006638,51.791273,-1.5065875
OX286DN,10,435250,210407,E92000001,E19000002,E18000009,E10000025,E07000181,E05006648,51.791221,-1.4903058
OX286DP,10,434962,210271,E92000001,E19000002,E18000009,E10000025,E07000181,E05006648,51.790017,-1.494495
OX286DQ,10,435515,210263,E92000001,E19000002,E18000009,E10000025,E07000181,E05006648,51.78991,-1.486493
OX286DR,10,434639,210279,E92000001,E19000002,E18000009,E10000025,E07000181,E05006648,51.790091,-1.4991771
OX286DS,10,435728,209599,E92000001,E19000002,E18000009,E10000025,E07000181,E05006651,51.783936,-1.483473
OX286DT,10,434878,210414,E92000001,E19000002,E18000009,E10000025,E07000181,E05006648,51.791497,-1.4958123
OX286DU,10,435603,210192,E92000001,E19000002,E18000009,E10000025,E07000181,E05006648,51.789239,-1.4852103
OX286DW,10,435206,210254,E92000001,E19000002,E18000009,E10000025,E07000181,E05006648,51.789849,-1.4909737
OX286DX,10,435197,209743,E92000001,E19000002,E18000009,E10000025,E07000181,E05006651,51.785246,-1.4911415
OX286DY,10,435491,209635,E92000001,E19000002,E18000009,E10000025,E07000181,E05006651,51.784257,-1.4868906
OX286EA,10,435399,209608,E92000001,E19000002,E18000009,E10000025,E07000181,E05006651,51.784028,-1.4881689
OX286ED,10,434332,210265,E92000001,E19000002,E18000009,E10000025,E07000181,E05006648,51.789993,-1.5036293
OX286EF,10,435015,210386,E92000001,E19000002,E18000009,E10000025,E07000181,E05006648,51.791047,-1.4937295
OX286EG,10,434938,210541,E92000001,E19000002,E18000009,E10000025,E07000181,E05006648,51.792446,-1.4948158
OX286EH,10,434756,210211,E92000001,E19000002,E18000009,E10000025,E07000181,E05006648,51.789481,-1.4975021
OX286EJ,10,434880,210096,E92000001,E19000002,E18000009,E10000025,E07000181,E05006648,51.788422,-1.4957016
OX286EL,10,434852,210202,E92000001,E19000002,E18000009,E10000025,E07000181,E05006648,51.789403,-1.4960966
OX286EN,10,434665,210091,E92000001,E19000002,E18000009,E10000025,E07000181,E05006648,51.78839,-1.4989495
OX286EP,10,434633,210145,E92000001,E19000002,E18000009,E10000025,E07000181,E05006648,51.788895,-1.4992629
OX286EQ,10,435031,210475,E92000001,E19000002,E18000009,E10000025,E07000181,E05006648,51.791819,-1.4934454
OX286ER,10,435608,209964,E92000001,E19000002,E18000009,E10000025,E07000181,E05006648,51.787207,-1.4851754
OX286ES,10,435690,209904,E92000001,E19000002,E18000009,E10000025,E07000181,E05006648,51.786663,-1.4840073
OX286ET,10,435739,209950,E92000001,E19000002,E18000009,E10000025,E07000181,E05006648,51.787073,-1.4832632
OX286EU,10,435703,209965,E92000001,E19000002,E18000009,E10000025,E07000181,E05006648,51.787209,-1.4835951
OX286EW,10,434657,210189,E92000001,E19000002,E18000009,E10000025,E07000181,E05006648,51.789299,-1.4989394
OX286EX,10,435675,209572,E92000001,E19000002,E18000009,E10000025,E07000181,E05006651,51.783687,-1.4842297
OX286EY,10,435772,209528,E92000001,E19000002,E18000009,E10000025,E07000181,E05006651,51.783277,-1.4828427
OX286FA,10,435621,210017,E92000001,E19000002,E18000009,E10000025,E07000181,E05006648,51.787692,-1.4849814
OX286FB,10,435028,209767,E92000001,E19000002,E18000009,E10000025,E07000181,E05006651,51.785472,-1.4936034
OX286FD,10,435094,209821,E92000001,E19000002,E18000009,E10000025,E07000181,E05006651,51.785971,-1.4925685
OX286FE,10,435848,210051,E92000001,E19000002,E18000009,E10000025,E07000181,E05006648,51.787831,-1.4819643
OX286FF,10,435829,210034,E92000001,E19000002,E18000009,E10000025,E07000181,E05006648,51.787831,-1.4819643
OX286FG,10,435696,209645,E92000001,E19000002,E18000009,E10000025,E07000181,E05006651,51.784333,-1.4839324
OX286FH,10,435770,210060,E92000001,E19000002,E18000009,E10000025,E07000181,E05006648,51.788069,-1.4828169
OX286FJ,10,435206,210426,E92000001,E19000002,E18000009,E10000025,E07000181,E05006648,51.791359,-1.4910147
OX286FL,10,435735,209563,E92000001,E19000002,E18000009,E10000025,E07000181,E05006651,51.783603,-1.4833609
OX286FN,10,435820,209487,E92000001,E19000002,E18000009,E10000025,E07000181,E05006651,51.782914,-1.482151
OX286FP,10,435354,210390,E92000001,E19000002,E18000009,E10000025,E07000181,E05006648,51.791053,-1.4887998
OX286FQ,10,435724,209647,E92000001,E19000002,E18000009,E10000025,E07000181,E05006651,51.78435,-1.4835263
OX286FR,10,435306,210365,E92000001,E19000002,E18000009,E10000025,E07000181,E05006648,51.790823,-1.4895999
OX286FS,10,435171,210485,E92000001,E19000002,E18000009,E10000025,E07000181,E05006648,51.791928,-1.4914578
OX286FU,10,435246,210066,E92000001,E19000002,E18000009,E10000025,E07000181,E05006648,51.788147,-1.4904129
OX286FW,10,435444,209933,E92000001,E19000002,E18000009,E10000025,E07000181,E05006648,51.786975,-1.4876136
OX286FY,10,435763,209894,E92000001,E19000002,E18000009,E10000025,E07000181,E05006648,51.786559,-1.4829212
OX286FZ,10,435394,209941,E92000001,E19000002,E18000009,E10000025,E07000181,E05006648,51.787041,-1.4882508
OX286GA,10,435228,209663,E92000001,E19000002,E18000009,E10000025,E07000181,E05006651,51.784416,-1.4905419
OX286GB,10,435400,209963,E92000001,E19000002,E18000009,E10000025,E07000181,E05006648,51.787274,-1.4881321
OX286GD,10,435348,210175,E92000001,E19000002,E18000009,E10000025,E07000181,E05006648,51.789094,-1.488909
OX286GE,10,435385,210188,E92000001,E19000002,E18000009,E10000025,E07000181,E05006648,51.789235,-1.4883999
OX286GF,10,435379,210180,E92000001,E19000002,E18000009,E10000025,E07000181,E05006648,51.789163,-1.4884007
OX286GG,10,434579,210081,E92000001,E19000002,E18000009,E10000025,E07000181,E05006648,51.788332,-1.50011
OX286GH,10,435474,210093,E92000001,E19000002,E18000009,E10000025,E07000181,E05006648,51.788349,-1.4871341
OX286GJ,10,435447,210177,E92000001,E19000002,E18000009,E10000025,E07000181,E05006648,51.789114,-1.4875024
OX286GL,10,435432,210225,E92000001,E19000002,E18000009,E10000025,E07000181,E05006648,51.789565,-1.4876713
OX286GN,10,435430,210135,E92000001,E19000002,E18000009,E10000025,E07000181,E05006648,51.788765,-1.4877528
OX286GP,10,435391,210290,E92000001,E19000002,E18000009,E10000025,E07000181,E05006648,51.790152,-1.4883171
OX286GQ,10,435387,210214,E92000001,E19000002,E18000009,E10000025,E07000181,E05006648,51.789478,-1.4883537
OX286GS,10,435362,210210,E92000001,E19000002,E18000009,E10000025,E07000181,E05006648,51.789443,-1.488731
OX286GT,10,435488,210230,E92000001,E19000002,E18000009,E10000025,E07000181,E05006648,51.789624,-1.4868732
OX286GU,10,435411,209993,E92000001,E19000002,E18000009,E10000025,E07000181,E05006648,51.78757,-1.4879693
OX286GW,10,435513,209965,E92000001,E19000002,E18000009,E10000025,E07000181,E05006648,51.787148,-1.4860604
OX286GX,10,435522,209972,E92000001,E19000002,E18000009,E10000025,E07000181,E05006648,51.78698,-1.4867582
OX286GY,10,435128,210345,E92000001,E19000002,E18000009,E10000025,E07000181,E05006648,51.79068,-1.4919938
OX286GZ,10,434826,209996,E92000001,E19000002,E18000009,E10000025,E07000181,E05006648,51.787607,-1.4965371
OX286HA,10,435624,209767,E92000001,E19000002,E18000009,E10000025,E07000181,E05006648,51.785264,-1.4850235
OX286HB,10,435631,209804,E92000001,E19000002,E18000009,E10000025,E07000181,E05006648,51.785695,-1.4847142
OX286HD,10,434647,209966,E92000001,E19000002,E18000009,E10000025,E07000181,E05006648,51.787285,-1.4990922
OX286HG,10,435641,209850,E92000001,E19000002,E18000009,E10000025,E07000181,E05006648,51.786225,-1.4846647
OX286HJ,10,435707,209980,E92000001,E19000002,E18000009,E10000025,E07000181,E05006648,51.787344,-1.4836661
OX286HL,10,435762,210076,E92000001,E19000002,E18000009,E10000025,E07000181,E05006648,51.788186,-1.4829171
OX286HP,10,435637,209935,E92000001,E19000002,E18000009,E10000025,E07000181,E05006648,51.786954,-1.4848013
OX286HQ,10,435673,209925,E92000001,E19000002,E18000009,E10000025,E07000181,E05006648,51.786816,-1.4841795
OX286HT,10,435771,210141,E92000001,E19000002,E18000009,E10000025,E07000181,E05006648,51.788805,-1.4826635
OX286HU,10,435607,209860,E92000001,E19000002,E18000009,E10000025,E07000181,E05006651,51.7862,-1.4852303
OX286HW,10,435591,209811,E92000001,E19000002,E18000009,E10000025,E07000181,E05006651,51.785842,-1.4855968
OX286HX,10,435662,210054,E92000001,E19000002,E18000009,E10000025,E07000181,E05006648,51.788265,-1.484424
OX286HY,10,435706,210150,E92000001,E19000002,E18000009,E10000025,E07000181,E05006648,51.788873,-1.4837211
OX286HZ,10,435740,210155,E92000001,E19000002,E18000009,E10000025,E07000181,E05006648,51.78888,-1.4832136
OX286JA,10,435679,210007,E92000001,E19000002,E18000009,E10000025,E07000181,E05006648,51.78758,-1.4840693
OX286JB,10,435674,210107,E92000001,E19000002,E18000009,E10000025,E07000181,E05006648,51.788561,-1.4842611
OX286JD,10,435686,209940,E92000001,E19000002,E18000009,E10000025,E07000181,E05006648,51.786996,-1.4840905
OX286JF,10,435597,209909,E92000001,E19000002,E18000009,E10000025,E07000181,E05006648,51.786713,-1.4853405
OX286JH,10,435546,209882,E92000001,E19000002,E18000009,E10000025,E07000181,E05006651,51.786346,-1.4856926
OX286JJ,10,435285,209984,E92000001,E19000002,E18000009,E10000025,E07000181,E05006648,51.787416,-1.4898413
OX286JL,10,434964,209827,E92000001,E19000002,E18000009,E10000025,E07000181,E05006651,51.786166,-1.4938711
OX286JN,10,435303,209913,E92000001,E19000002,E18000009,E10000025,E07000181,E05006651,51.786768,-1.4895876
OX286JP,10,435521,209775,E92000001,E19000002,E18000009,E10000025,E07000181,E05006651,51.785513,-1.4864559
OX286JQ,10,435497,209878,E92000001,E19000002,E18000009,E10000025,E07000181,E05006651,51.78645,-1.4867787
OX286JR,10,435196,209894,E92000001,E19000002,E18000009,E10000025,E07000181,E05006651,51.786604,-1.4911552
OX286JS,10,435348,209975,E92000001,E19000002,E18000009,E10000025,E07000181,E05006648,51.787726,-1.4886779
OX286JT,10,434616,210024,E92000001,E19000002,E18000009,E10000025,E07000181,E05006648,51.78771,-1.4995225
OX286JX,10,435024,210623,E92000001,E19000002,E18000009,E10000025,E07000181,E05006648,51.792837,-1.4937675
OX286JY,10,434946,210607,E92000001,E19000002,E18000009,E10000025,E07000181,E05006648,51.79303,-1.4947078
OX286JZ,10,435159,210272,E92000001,E19000002,E18000009,E10000025,E07000181,E05006648,51.790014,-1.4917403
OX286LA,10,435593,210115,E92000001,E19000002,E18000009,E10000025,E07000181,E05006648,51.788575,-1.4853628
OX286LB,10,435554,210100,E92000001,E19000002,E18000009,E10000025,E07000181,E05006648,51.788424,-1.4859299
OX286LD,10,435505,210182,E92000001,E19000002,E18000009,E10000025,E07000181,E05006648,51.789174,-1.4866318
OX286LE,10,435264,210101,E92000001,E19000002,E18000009,E10000025,E07000181,E05006648,51.788523,-1.4901042
OX286LF,10,435072,210057,E92000001,E19000002,E18000009,E10000025,E07000181,E05006648,51.788086,-1.4929363
OX286LG,10,434927,209988,E92000001,E19000002,E18000009,E10000025,E07000181,E05006648,51.787393,-1.4949447
OX286LH,10,434929,209875,E92000001,E19000002,E18000009,E10000025,E07000181,E05006648,51.786459,-1.4950131
OX286LJ,10,435154,210144,E92000001,E19000002,E18000009,E10000025,E07000181,E05006648,51.788863,-1.4917387
OX286LL,10,435178,210176,E92000001,E19000002,E18000009,E10000025,E07000181,E05006648,51.789149,-1.4913875
OX286LN,10,434881,210023,E92000001,E19000002,E18000009,E10000025,E07000181,E05006648,51.787783,-1.4956942
OX286LP,10,434707,209914,E92000001,E19000002,E18000009,E10000025,E07000181,E05006648,51.786814,-1.4982276
OX286LQ,10,434867,209909,E92000001,E19000002,E18000009,E10000025,E07000181,E05006648,51.786786,-1.4959083
OX286LS,10,435178,209973,E92000001,E19000002,E18000009,E10000025,E07000181,E05006648,51.787216,-1.4913078
OX286LT,10,435042,209946,E92000001,E19000002,E18000009,E10000025,E07000181,E05006648,51.787081,-1.4933824
OX286LU,10,434805,209905,E92000001,E19000002,E18000009,E10000025,E07000181,E05006648,51.786736,-1.4968077
OX286LW,10,434757,209914,E92000001,E19000002,E18000009,E10000025,E07000181,E05006648,51.786811,-1.4975027
OX286LX,10,435302,210249,E92000001,E19000002,E18000009,E10000025,E07000181,E05006648,51.789825,-1.4895531
OX286LY,10,434976,210076,E92000001,E19000002,E18000009,E10000025,E07000181,E05006648,51.788263,-1.4943261
OX286NB,10,435019,210203,E92000001,E19000002,E18000009,E10000025,E07000181,E05006648,51.789393,-1.4936755
OX286ND,10,435080,210591,E92000001,E19000002,E18000009,E10000025,E07000181,E05006648,51.792725,-1.4927828
OX286NE,10,435418,209766,E92000001,E19000002,E18000009,E10000025,E07000181,E05006651,51.785439,-1.4879644
OX286NF,10,435316,209713,E92000001,E19000002,E18000009,E10000025,E07000181,E05006651,51.784978,-1.4894338
OX286NG,10,435325,209832,E92000001,E19000002,E18000009,E10000025,E07000181,E05006651,51.786028,-1.4891175
OX286NH,10,435258,209879,E92000001,E19000002,E18000009,E10000025,E07000181,E05006651,51.786555,-1.4902569
OX286NJ,10,435139,209820,E92000001,E19000002,E18000009,E10000025,E07000181,E05006651,51.785951,-1.4919889
OX286NL,10,435168,209803,E92000001,E19000002,E18000009,E10000025,E07000181,E05006651,51.785787,-1.4915558
OX286NP,10,434566,210373,E92000001,E19000002,E18000009,E10000025,E07000181,E05006648,51.790949,-1.5002405
OX286NQ,10,435270,209758,E92000001,E19000002,E18000009,E10000025,E07000181,E05006651,51.785385,-1.4900961
OX286NR,10,434622,210353,E92000001,E19000002,E18000009,E10000025,E07000181,E05006648,51.790973,-1.4995443
OX286NS,10,434562,210407,E92000001,E19000002,E18000009,E10000025,E07000181,E05006648,0,0
OX286NW,10,434783,210421,E92000001,E19000002,E18000009,E10000025,E07000181,E05006648,0,0
OX286NX,10,434704,210427,E92000001,E19000002,E18000009,E10000025,E07000181,E05006648,0,0
OX286NY,10,434671,210402,E92000001,E19000002,E18000009,E10000025,E07000181,E05006648,0,0
OX286NZ,10,434747,210404,E92000001,E19000002,E18000009,E10000025,E07000181,E05006648,0,0
OX286PE,10,435370,209685,E92000001,E19000002,E18000009,E10000025,E07000181,E05006651,51.784642,-1.4886548
OX286PH,10,435605,209826,E92000001,E19000002,E18000009,E10000025,E07000181,E05006651,51.785994,-1.4853777
OX286PT,10,435228,209986,E92000001,E19000002,E18000009,E10000025,E07000181,E05006648,51.787851,-1.4906772
OX286RB,10,435631,209810,E92000001,E19000002,E18000009,E10000025,E07000181,E05006648,51.78583,-1.4849011
OX286RD,10,435575,209763,E92000001,E19000002,E18000009,E10000025,E07000181,E05006651,51.785412,-1.4858627
OX286RE,10,435639,209537,E92000001,E19000002,E18000009,E10000025,E07000181,E05006651,51.783375,-1.4847696
OX286WY,10,435620,208823,E92000001,E19000002,E18000009,E10000025,E07000181,E05006651,51.776831,-1.4850615
OX286XJ,10,435620,208823,E92000001,E19000002,E18000009,E10000025,E07000181,E05006651,51.776831,-1.4850615
OX286XP,10,435607,209894,E92000001,E19000002,E18000009,E10000025,E07000181,E05006648,51.786587,-1.4851825
OX286ZJ,10,435678,209869,E92000001,E19000002,E18000009,E10000025,E07000181,E05006648,51.786233,-1.4844616
OX289BL,10,435620,208823,E92000001,E19000002,E18000009,E10000025,E07000181,E05006651,51.776831,-1.4850615
OX289BP,10,435620,208823,E92000001,E19000002,E18000009,E10000025,E07000181,E05006651,51.776831,-1.4850615
OX289DQ,10,435620,208823,E92000001,E19000002,E18000009,E10000025,E07000181,E05006651,51.776831,-1.4850615
OX289EU,10,435620,208823,E92000001,E19000002,E18000009,E10000025,E07000181,E05006651,51.776831,-1.4850615
OX289FA,10,435620,208823,E92000001,E19000002,E18000009,E10000025,E07000181,E05006651,51.776831,-1.4850615
OX289FE,10,435620,208823,E92000001,E19000002,E18000009,E10000025,E07000181,E05006651,51.776831,-1.4850615
OX289FY,10,435620,208823,E92000001,E19000002,E18000009,E10000025,E07000181,E05006651,51.776831,-1.4850615
OX289GF,10,435620,208823,E92000001,E19000002,E18000009,E10000025,E07000181,E05006651,51.776831,-1.4850615
OX289GU,10,435620,208823,E92000001,E19000002,E18000009,E10000025,E07000181,E05006651,51.776831,-1.4850615
OX289JH,10,435620,208823,E92000001,E19000002,E18000009,E10000025,E07000181,E05006651,51.776831,-1.4850615
OX289JL,10,435620,208823,E92000001,E19000002,E18000009,E10000025,E07000181,E05006651,51.776831,-1.4850615
OX289LG,10,435620,208823,E92000001,E19000002,E18000009,E10000025,E07000181,E05006651,51.776831,-1.4850615
OX289LZ,10,435620,208823,E92000001,E19000002,E18000009,E10000025,E07000181,E05006651,51.776948,-1.4851182
OX289NB,10,435620,208823,E92000001,E19000002,E18000009,E10000025,E07000181,E05006651,51.776948,-1.4851182
OX289NE,10,435620,208823,E92000001,E19000002,E18000009,E10000025,E07000181,E05006651,51.776948,-1.4851182
OX289NH,50,435620,208823,E92000001,E19000002,E18000009,E10000025,E07000181,E05006651,51.776948,-1.4851182
OX289NN,10,435620,208823,E92000001,E19000002,E18000009,E10000025,E07000181,E05006651,51.776948,-1.4851182
OX289NQ,10,435620,208823,E92000001,E19000002,E18000009,E10000025,E07000181,E05006651,51.776948,-1.4851182
OX289NS,10,435620,208823,E92000001,E19000002,E18000009,E10000025,E07000181,E05006651,51.776948,-1.4851182
OX289NT,10,435620,208823,E92000001,E19000002,E18000009,E10000025,E07000181,E05006651,0,0
OX289RA,50,436021,210649,E92000001,E19000002,E18000009,E10000025,E07000181,E05006650,51.793339,-1.4791173
OX289RB,50,436021,210649,E92000001,E19000002,E18000009,E10000025,E07000181,E05006650,51.793339,-1.4791173
OX289RD,50,436021,210649,E92000001,E19000002,E18000009,E10000025,E07000181,E05006650,51.793339,-1.4791173
OX289RE,50,436021,210649,E92000001,E19000002,E18000009,E10000025,E07000181,E05006650,51.793339,-1.4791173
OX289RF,50,436021,210649,E92000001,E19000002,E18000009,E10000025,E07000181,E05006650,51.793339,-1.4791173
OX289RG,50,436021,210649,E92000001,E19000002,E18000009,E10000025,E07000181,E05006650,51.793339,-1.4791173
OX289RH,50,436021,210649,E92000001,E19000002,E18000009,E10000025,E07000181,E05006650,51.793339,-1.4791173
OX289SA,10,436020,210649,E92000001,E19000002,E18000009,E10000025,E07000181,E05006650,51.793339,-1.4791173
OX289SB,10,436021,210649,E92000001,E19000002,E18000009,E10000025,E07000181,E05006650,51.793339,-1.4791173
OX289SD,10,436021,210649,E92000001,E19000002,E18000009,E10000025,E07000181,E05006650,51.793339,-1.4791173
OX289SE,10,436021,210649,E92000001,E19000002,E18000009,E10000025,E07000181,E05006650,51.793339,-1.4791173
OX289SF,10,436021,210649,E92000001,E19000002,E18000009,E10000025,E07000181,E05006650,51.793339,-1.4791173
OX289SG,10,436021,210649,E92000001,E19000002,E18000009,E10000025,E07000181,E05006650,51.793339,-1.4791173
OX289SH,10,436021,210649,E92000001,E19000002,E18000009,E10000025,E07000181,E05006650,51.793339,-1.4791173
OX289SJ,10,436021,210649,E92000001,E19000002,E18000009,E10000025,E07000181,E05006650,51.793339,-1.4791173
OX289SL,10,436021,210649,E92000001,E19000002,E18000009,E10000025,E07000181,E05006650,51.793339,-1.4791173
OX289SN,10,436021,210649,E92000001,E19000002,E18000009,E10000025,E07000181,E05006650,51.793339,-1.4791173
OX289SP,10,436021,210649,E92000001,E19000002,E18000009,E10000025,E07000181,E05006650,51.793339,-1.4791173
OX289SQ,10,436021,210649,E92000001,E19000002,E18000009,E10000025,E07000181,E05006650,51.793339,-1.4791173
OX289SR,10,436021,210649,E92000001,E19000002,E18000009,E10000025,E07000181,E05006650,51.793339,-1.4791173
OX289SS,10,436021,210649,E92000001,E19000002,E18000009,E10000025,E07000181,E05006650,51.793339,-1.4791173
OX289ST,10,436021,210649,E92000001,E19000002,E18000009,E10000025,E07000181,E05006650,51.793339,-1.4791173
OX289SU,10,436021,210649,E92000001,E19000002,E18000009,E10000025,E07000181,E05006650,51.793339,-1.4791173
OX289SW,10,436021,210649,E92000001,E19000002,E18000009,E10000025,E07000181,E05006650,51.793339,-1.4791173
